product_id,product_name,classification,acquisition_type,month,year,month_number,units_sold,units_rented,monthly_demand,completed_sale_orders,valid_rental_requests,average_rental_days,views,searches,add_to_cart,favorites,shares,unit_price,rental_daily_price,stock_at_month_start,active_promotion,requires_prescription,previous_month_sales,previous_month_rentals,previous_month_views,previous_month_demand,average_demand_previous_3_months
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2026-03-01,2026,3,23,0,23,7,0,0.0,23,9,1,3,0,1324.46,0.0,34,False,False,26,0,16,26,15.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2026-04-01,2026,4,25,0,25,10,0,0.0,23,14,2,2,1,1324.56,0.0,51,False,False,23,0,23,23,17.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2026-05-01,2026,5,20,0,20,6,0,0.0,23,11,4,2,2,1325.47,0.0,25,False,False,25,0,23,25,24.67
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2026-06-01,2026,6,44,0,44,14,0,0.0,31,7,5,4,3,1325.35,0.0,42,False,False,20,0,23,20,22.67
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2026-07-01,2026,7,6,0,6,3,0,0.0,8,3,0,1,0,1318.19,0.0,56,False,False,44,0,31,44,29.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,1610.67,95.0,38,False,False,0,0,0,0,0.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-02-01,2024,2,0,0,0,0,0,0.0,0,0,0,0,0,1614.1,95.0,34,False,False,0,0,0,0,0.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-03-01,2024,3,0,0,0,0,0,0.0,0,0,0,0,0,1614.54,95.0,33,True,False,0,0,0,0,0.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-04-01,2024,4,3,0,3,1,0,0.0,3,0,0,0,0,1612.69,95.0,35,True,False,0,0,0,0,0.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-05-01,2024,5,4,0,4,1,0,0.0,0,0,2,0,0,1622.65,95.0,35,False,False,3,0,3,3,1.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-06-01,2024,6,0,1,1,0,1,8.0,0,0,0,0,0,1604.3,95.0,28,False,False,4,0,0,4,2.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-07-01,2024,7,4,1,5,1,1,3.0,3,2,0,0,0,1607.93,95.0,27,False,False,0,1,0,1,2.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-08-01,2024,8,8,0,8,2,0,0.0,1,1,0,0,0,1621.14,95.0,23,False,False,4,1,3,5,3.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-09-01,2024,9,7,1,8,3,1,4.0,6,0,0,0,0,1634.9,95.0,15,False,False,8,0,1,8,4.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-10-01,2024,10,0,1,1,0,1,8.0,5,2,1,0,0,1631.4,95.0,25,False,False,7,1,6,8,7.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-11-01,2024,11,1,0,1,1,0,0.0,3,1,0,0,0,1646.05,95.0,23,False,False,0,1,5,1,5.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2024-12-01,2024,12,13,2,15,4,2,12.0,9,0,1,0,0,1660.51,95.0,22,False,False,1,0,3,1,3.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-01-01,2025,1,6,3,9,2,3,8.0,3,2,0,0,0,1666.92,95.0,37,False,False,13,2,9,15,5.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-02-01,2025,2,4,0,4,2,0,0.0,5,0,0,0,0,1679.07,95.0,28,False,False,6,3,3,9,8.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-03-01,2025,3,0,2,2,0,2,11.0,10,3,1,2,0,1685.15,95.0,25,True,False,4,0,5,4,9.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-04-01,2025,4,7,1,8,2,1,5.0,4,3,0,0,0,1676.01,95.0,22,False,False,0,2,10,2,5.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-05-01,2025,5,9,2,11,4,2,9.5,11,1,1,1,1,1698.07,95.0,36,False,False,7,1,4,8,4.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-06-01,2025,6,10,4,14,3,4,8.0,12,1,1,0,0,1692.14,95.0,26,False,False,9,2,11,11,7.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-07-01,2025,7,7,2,9,3,2,9.0,11,4,3,1,2,1713.28,95.0,11,False,False,10,4,12,14,11.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-08-01,2025,8,22,6,28,8,6,7.33,10,9,3,0,0,1713.77,95.0,29,False,False,7,2,11,9,11.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-09-01,2025,9,26,2,28,9,2,8.5,20,2,4,2,1,1705.69,95.0,45,True,False,22,6,10,28,17.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-10-01,2025,10,27,2,29,9,2,7.5,17,6,3,0,0,1701.9,95.0,17,False,False,26,2,20,28,21.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-11-01,2025,11,26,5,31,8,5,8.0,25,4,3,0,0,1700.98,95.0,32,True,False,27,2,17,29,28.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2025-12-01,2025,12,18,7,25,8,7,9.0,19,8,2,2,3,1688.25,95.0,53,True,False,26,5,25,31,29.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2026-01-01,2026,1,10,7,17,4,7,6.86,23,2,3,1,3,1702.21,95.0,34,False,False,18,7,19,25,28.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2026-02-01,2026,2,27,3,30,10,3,5.67,34,5,6,1,1,1709.11,95.0,14,True,False,10,7,23,17,24.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2026-03-01,2026,3,27,6,33,9,6,9.0,36,12,4,2,1,1718.19,95.0,39,True,False,27,3,34,30,24.0
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2026-04-01,2026,4,34,0,34,10,0,0.0,37,11,10,3,4,1720.22,95.0,56,False,False,27,6,36,33,26.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2026-05-01,2026,5,43,3,46,15,3,7.33,38,13,7,1,0,1720.16,95.0,27,False,False,34,0,37,34,32.33
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2026-06-01,2026,6,44,5,49,15,5,7.8,24,4,6,4,3,1719.67,95.0,42,False,False,43,3,38,46,37.67
184,Muletas axilares ajustables,Apoyo para caminar,MIXTO,2026-07-01,2026,7,11,3,14,4,3,12.33,11,3,1,0,1,1719.87,95.0,71,True,False,44,5,24,49,43.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,23555.69,690.0,24,False,True,0,0,0,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-02-01,2024,2,0,0,0,0,0,0.0,0,0,2,0,0,23633.5,690.0,26,False,True,0,0,0,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-03-01,2024,3,0,0,0,0,0,0.0,0,0,0,0,0,23599.09,690.0,24,False,True,0,0,0,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-04-01,2024,4,0,0,0,0,0,0.0,0,0,0,0,0,23507.2,690.0,24,False,True,0,0,0,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-05-01,2024,5,0,0,0,0,0,0.0,1,1,0,0,0,23305.02,690.0,24,True,True,0,0,0,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-06-01,2024,6,0,0,0,0,0,0.0,1,0,0,1,0,23175.75,690.0,22,False,True,0,0,1,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-07-01,2024,7,0,0,0,0,0,0.0,4,0,0,0,0,23146.45,690.0,18,False,True,0,0,1,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-08-01,2024,8,0,0,0,0,0,0.0,1,1,2,1,0,23163.39,690.0,20,False,True,0,0,4,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-09-01,2024,9,0,0,0,0,0,0.0,2,0,0,0,0,23233.19,690.0,20,False,True,0,0,1,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-10-01,2024,10,0,0,0,0,0,0.0,1,2,0,0,2,23370.54,690.0,17,False,True,0,0,2,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-11-01,2024,11,0,0,0,0,0,0.0,4,2,0,1,0,23284.58,690.0,23,False,True,0,0,1,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2024-12-01,2024,12,0,0,0,0,0,0.0,5,2,0,1,0,23171.77,690.0,24,False,True,0,0,4,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-01-01,2025,1,0,0,0,0,0,0.0,3,1,1,0,0,23401.63,690.0,21,False,True,0,0,5,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-02-01,2025,2,0,0,0,0,0,0.0,8,1,1,2,0,23547.64,690.0,17,False,True,0,0,3,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-03-01,2025,3,0,0,0,0,0,0.0,4,2,0,0,0,23607.79,690.0,17,True,True,0,0,8,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-04-01,2025,4,0,0,0,0,0,0.0,5,2,0,1,0,23607.45,690.0,17,False,True,0,0,4,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-05-01,2025,5,0,0,0,0,0,0.0,14,0,1,0,0,23573.08,690.0,15,True,True,0,0,5,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-06-01,2025,6,0,0,0,0,0,0.0,7,3,3,0,0,23272.06,690.0,11,False,True,0,0,14,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-07-01,2025,7,0,0,0,0,0,0.0,7,2,0,0,0,23208.26,690.0,11,False,True,0,0,7,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-08-01,2025,8,0,0,0,0,0,0.0,15,1,2,1,0,23274.86,690.0,12,True,True,0,0,7,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-09-01,2025,9,0,0,0,0,0,0.0,8,3,1,2,0,23140.99,690.0,14,False,True,0,0,15,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-10-01,2025,10,0,0,0,0,0,0.0,11,4,1,0,0,23065.76,690.0,13,False,True,0,0,8,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-11-01,2025,11,0,0,0,0,0,0.0,12,6,2,0,0,23099.86,690.0,14,False,True,0,0,11,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2025-12-01,2025,12,0,0,0,0,0,0.0,11,6,1,1,0,23033.98,690.0,15,False,True,0,0,12,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2026-01-01,2026,1,0,0,0,0,0,0.0,13,5,3,0,0,23258.13,690.0,12,False,True,0,0,11,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2026-02-01,2026,2,0,0,0,0,0,0.0,15,7,5,3,1,23334.64,690.0,9,True,True,0,0,13,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2026-03-01,2026,3,0,1,1,0,1,8.0,19,3,3,0,1,23339.01,690.0,19,False,True,0,0,15,0,0.0
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2026-04-01,2026,4,0,0,0,0,0,0.0,24,6,1,1,1,23123.23,690.0,21,False,True,0,1,19,1,0.33
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2026-05-01,2026,5,0,1,1,0,1,7.0,27,4,3,3,0,23013.1,690.0,20,False,True,0,0,24,0,0.33
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2026-06-01,2026,6,0,0,0,0,0,0.0,16,7,0,1,2,22925.93,690.0,18,False,True,0,1,27,1,0.67
185,Concentrador de oxígeno 5 L,Oxigenoterapia,RENTA,2026-07-01,2026,7,0,0,0,0,0,0.0,4,3,0,1,0,23063.19,690.0,18,True,True,0,0,16,0,0.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,39164.75,950.0,43,True,True,0,0,0,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-02-01,2024,2,0,0,0,0,0,0.0,0,0,0,0,0,39158.24,950.0,43,True,True,0,0,0,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-03-01,2024,3,0,0,0,0,0,0.0,1,1,0,0,1,39356.11,950.0,44,True,True,0,0,0,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-04-01,2024,4,0,0,0,0,0,0.0,0,0,0,0,0,39987.69,950.0,48,False,True,0,0,1,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-05-01,2024,5,0,0,0,0,0,0.0,1,0,0,0,0,40020.86,950.0,50,True,True,0,0,0,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-06-01,2024,6,0,0,0,0,0,0.0,3,1,0,0,0,40019.61,950.0,53,True,True,0,0,1,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-07-01,2024,7,0,0,0,0,0,0.0,1,0,0,0,0,40238.62,950.0,52,False,True,0,0,3,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-08-01,2024,8,0,0,0,0,0,0.0,2,1,0,0,2,40476.15,950.0,52,False,True,0,0,1,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-09-01,2024,9,0,0,0,0,0,0.0,1,1,0,0,0,40556.7,950.0,51,False,True,0,0,2,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-10-01,2024,10,0,0,0,0,0,0.0,5,2,0,0,0,40441.39,950.0,48,False,True,0,0,1,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-11-01,2024,11,0,0,0,0,0,0.0,3,0,0,0,0,40699.88,950.0,49,False,True,0,0,5,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2024-12-01,2024,12,0,0,0,0,0,0.0,4,1,0,0,0,41128.86,950.0,46,False,True,0,0,3,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-01-01,2025,1,0,0,0,0,0,0.0,3,3,0,0,0,41195.43,950.0,43,False,True,0,0,4,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-02-01,2025,2,0,0,0,0,0,0.0,7,2,2,0,0,41156.2,950.0,43,False,True,0,0,3,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-03-01,2025,3,0,0,0,0,0,0.0,2,2,0,1,0,41189.99,950.0,41,False,True,0,0,7,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-04-01,2025,4,1,0,1,1,0,0.0,1,4,2,0,0,41387.77,950.0,38,False,True,0,0,2,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-05-01,2025,5,0,0,0,0,0,0.0,11,0,1,1,0,41387.48,950.0,38,True,True,1,0,1,1,0.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-06-01,2025,6,0,0,0,0,0,0.0,8,4,1,0,1,41130.02,950.0,38,False,True,0,0,11,0,0.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-07-01,2025,7,0,0,0,0,0,0.0,12,2,2,1,0,41238.61,950.0,37,False,True,0,0,8,0,0.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-08-01,2025,8,0,0,0,0,0,0.0,8,3,3,0,0,41387.57,950.0,39,False,True,0,0,12,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-09-01,2025,9,1,0,1,1,0,0.0,16,7,3,2,0,41387.64,950.0,40,True,True,0,0,8,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-10-01,2025,10,1,0,1,1,0,0.0,10,9,1,1,0,41387.23,950.0,43,True,True,1,0,16,1,0.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-11-01,2025,11,0,0,0,0,0,0.0,20,9,1,2,0,41387.45,950.0,44,True,True,1,0,10,1,0.67
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2025-12-01,2025,12,0,0,0,0,0,0.0,22,5,6,2,1,41387.78,950.0,44,True,True,0,0,20,0,0.67
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2026-01-01,2026,1,0,0,0,0,0,0.0,23,5,3,0,1,41387.67,950.0,42,False,True,0,0,22,0,0.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2026-02-01,2026,2,8,0,8,3,0,0.0,14,3,2,3,2,41134.86,950.0,44,False,True,0,0,23,0,0.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2026-03-01,2026,3,2,0,2,2,0,0.0,30,6,7,3,1,41250.45,950.0,33,True,True,8,0,14,8,2.67
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2026-04-01,2026,4,0,0,0,0,0,0.0,12,5,2,2,1,41372.1,950.0,38,False,True,2,0,30,2,3.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2026-05-01,2026,5,1,0,1,1,0,0.0,27,7,3,3,0,41387.26,950.0,37,False,True,0,0,12,0,3.33
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2026-06-01,2026,6,0,0,0,0,0,0.0,25,7,2,2,0,41346.49,950.0,36,False,True,1,0,27,1,1.0
186,Concentrador de oxígeno portátil,Oxigenoterapia,MIXTO,2026-07-01,2026,7,0,0,0,0,0,0.0,6,0,3,1,0,41387.48,950.0,36,True,True,0,0,25,0,0.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,8213.46,310.0,36,True,True,0,0,0,0,0.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-02-01,2024,2,0,0,0,0,0,0.0,0,0,0,0,0,8179.56,310.0,36,True,True,0,0,0,0,0.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-03-01,2024,3,0,0,0,0,0,0.0,1,0,0,0,0,8226.24,310.0,37,True,True,0,0,0,0,0.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-04-01,2024,4,1,0,1,1,0,0.0,1,0,0,0,0,8281.45,310.0,37,False,True,0,0,1,0,0.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-05-01,2024,5,0,0,0,0,0,0.0,0,0,0,0,0,8306.09,310.0,35,False,True,1,0,1,1,0.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-06-01,2024,6,0,1,1,0,1,5.0,1,0,0,0,0,8293.98,310.0,35,True,True,0,0,0,0,0.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-07-01,2024,7,0,0,0,0,0,0.0,1,0,1,0,0,8238.73,310.0,35,False,True,0,1,1,1,0.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-08-01,2024,8,0,0,0,0,0,0.0,0,2,0,0,0,8258.77,310.0,34,False,True,0,0,1,0,0.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-09-01,2024,9,1,0,1,1,0,0.0,4,4,0,0,0,8266.77,310.0,34,False,True,0,0,0,0,0.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-10-01,2024,10,3,0,3,1,0,0.0,3,0,1,0,0,8285.7,310.0,33,True,True,1,0,4,1,0.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-11-01,2024,11,0,1,1,0,1,3.0,1,1,0,0,0,8271.28,310.0,35,False,True,3,0,3,3,1.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2024-12-01,2024,12,2,2,4,1,2,10.0,4,1,2,0,0,8351.17,310.0,34,False,True,0,1,1,1,1.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-01-01,2025,1,7,0,7,4,0,0.0,10,1,1,0,0,8346.68,310.0,29,False,True,2,2,4,4,2.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-02-01,2025,2,0,0,0,0,0,0.0,4,1,1,0,0,8376.67,310.0,20,False,True,7,0,10,7,4.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-03-01,2025,3,7,0,7,2,0,0.0,4,1,2,0,0,8357.96,310.0,22,False,True,0,0,4,0,3.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-04-01,2025,4,5,0,5,3,0,0.0,6,0,0,0,1,8352.57,310.0,39,False,True,7,0,4,7,4.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-05-01,2025,5,4,3,7,2,3,5.67,6,1,0,0,0,8363.5,310.0,34,False,True,5,0,6,5,4.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-06-01,2025,6,8,1,9,5,1,3.0,15,3,2,1,0,8352.0,310.0,26,True,True,4,3,6,7,6.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-07-01,2025,7,4,0,4,3,0,0.0,19,4,1,0,0,8354.83,310.0,23,True,True,8,1,15,9,7.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-08-01,2025,8,4,0,4,3,0,0.0,5,4,0,3,1,8424.0,310.0,21,False,True,4,0,19,4,6.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-09-01,2025,9,6,0,6,3,0,0.0,18,3,1,1,0,8459.06,310.0,15,False,True,4,0,5,4,5.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-10-01,2025,10,7,1,8,2,1,5.0,14,5,3,1,0,8505.92,310.0,6,False,True,6,0,18,6,4.67
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-11-01,2025,11,16,1,17,12,1,8.0,26,4,6,2,1,8507.46,310.0,25,True,True,7,1,14,8,6.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2025-12-01,2025,12,22,5,27,12,5,6.0,30,14,4,1,1,8548.99,310.0,38,True,True,16,1,26,17,10.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2026-01-01,2026,1,10,1,11,4,1,5.0,18,5,7,1,0,8514.85,310.0,59,False,True,22,5,30,27,17.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2026-02-01,2026,2,11,2,13,5,2,5.5,28,6,2,2,0,8590.45,310.0,43,False,True,10,1,18,11,18.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2026-03-01,2026,3,5,1,6,3,1,8.0,27,10,3,2,1,8598.14,310.0,29,False,True,11,2,28,13,17.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2026-04-01,2026,4,16,2,18,8,2,8.5,25,14,3,2,2,8539.74,310.0,22,False,True,5,1,27,6,10.0
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2026-05-01,2026,5,20,2,22,12,2,6.0,30,10,8,5,2,8505.62,310.0,28,True,True,16,2,25,18,12.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2026-06-01,2026,6,34,1,35,15,1,5.0,19,9,5,2,6,8516.96,310.0,45,True,True,20,2,30,22,15.33
187,Tanque de oxígeno 682 L,Oxigenoterapia,MIXTO,2026-07-01,2026,7,13,0,13,4,0,0.0,7,0,0,1,0,8609.49,310.0,63,False,True,34,1,19,35,25.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,1736.6,0.0,40,False,False,0,0,0,0,0.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-02-01,2024,2,2,0,2,1,0,0.0,1,0,0,0,0,1720.31,0.0,42,False,False,0,0,0,0,0.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-03-01,2024,3,0,0,0,0,0,0.0,0,0,0,0,0,1732.12,0.0,39,True,False,2,0,1,2,1.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-04-01,2024,4,1,0,1,1,0,0.0,0,0,1,0,0,1733.46,0.0,40,False,False,0,0,0,0,0.67
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-05-01,2024,5,4,0,4,1,0,0.0,0,0,0,0,0,1728.45,0.0,38,False,False,1,0,0,1,1.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-06-01,2024,6,4,0,4,1,0,0.0,1,0,0,0,1,1742.48,0.0,44,False,False,4,0,0,4,1.67
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-07-01,2024,7,6,0,6,2,0,0.0,1,0,0,0,0,1746.91,0.0,39,False,False,4,0,1,4,3.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-08-01,2024,8,5,0,5,2,0,0.0,1,0,0,0,0,1743.01,0.0,31,False,False,6,0,1,6,4.67
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-09-01,2024,9,0,0,0,0,0,0.0,4,1,0,0,0,1733.11,0.0,26,False,False,5,0,1,5,5.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-10-01,2024,10,2,0,2,1,0,0.0,3,0,1,0,0,1738.01,0.0,25,False,False,0,0,4,0,3.67
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-11-01,2024,11,7,0,7,3,0,0.0,4,1,0,0,0,1735.96,0.0,23,False,False,2,0,3,2,2.33
188,Nebulizador compresor,Oxigenoterapia,VENTA,2024-12-01,2024,12,8,0,8,2,0,0.0,3,0,0,0,0,1731.41,0.0,13,False,False,7,0,4,7,3.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2025-01-01,2025,1,10,0,10,4,0,0.0,3,1,0,1,0,1734.99,0.0,27,False,False,8,0,3,8,5.67
188,Nebulizador compresor,Oxigenoterapia,VENTA,2025-02-01,2025,2,0,0,0,0,0,0.0,4,2,0,0,0,1760.59,0.0,16,False,False,10,0,3,10,8.33
188,Nebulizador compresor,Oxigenoterapia,VENTA,2025-03-01,2025,3,6,0,6,3,0,0.0,5,0,1,0,0,1783.79,0.0,17,True,False,0,0,4,0,6.0
188,Nebulizador compresor,Oxigenoterapia,VENTA,2025-04-01,2025,4,9,0,9,4,0,0.0,4,1,1,0,0,1793.01,0.0,11,False,False,6,0,5,6,5.33
188,Nebulizador compresor,Oxigenoterapia,VENTA,2025-05-01,2025,5,18,0,18,5,0,0.0,8,1,1,2,1,1792.24,0.0,26,False,False,9,0,4,9,5.0
